Postcode,Type,Subtype,Price,Bedrooms,Area,Kitchen,Fireplace,Frontages,Garden,Garden_surface,Terrace,Terrace_Surface,Furnished,Type_of_sale,State_of_building,Swimmingpool,ID IMMOWEB,Cadastral_income,Plot_surface
2800,APARTMENT,APARTMENT,299000,2.0,130.0,INSTALLED,,2.0,,,True,13.0,,BUY_REGULAR,GOOD,,20479122,1162.0,
1040,APARTMENT,APARTMENT,185000,1.0,52.0,SEMI_EQUIPPED,,2.0,,,,,,BUY_REGULAR,TO_BE_DONE_UP,,20485477,,
1180,APARTMENT,APARTMENT,289000,1.0,60.0,,,4.0,,,True,9.0,,BUY_REGULAR,AS_NEW,,20478022,,
1000,APARTMENT,APARTMENT,459000,2.0,130.0,INSTALLED,,4.0,,,True,5.0,,BUY_REGULAR,GOOD,,20488901,1526.0,
9100,APARTMENT,APARTMENT,310000,2.0,92.0,,,,,,True,21.0,,BUY_REGULAR,JUST_RENOVATED,,20488899,845.0,
1000,APARTMENT,APARTMENT,840000,3.0,160.0,HYPER_EQUIPPED,,2.0,,,True,10.0,,BUY_REGULAR,AS_NEW,,20488897,,
2600,APARTMENT,APARTMENT,219000,1.0,60.0,INSTALLED,,4.0,,,True,14.0,,BUY_REGULAR,GOOD,,20485654,1370.0,
9400,APARTMENT,APARTMENT,299000,3.0,153.0,INSTALLED,,2.0,,,True,6.0,,BUY_REGULAR,GOOD,,20480623,1054.0,
1800,APARTMENT,APARTMENT,395000,2.0,100.0,USA_INSTALLED,,2.0,,,True,12.0,,BUY_REGULAR,GOOD,,20488896,925.0,
1800,APARTMENT,APARTMENT,295000,1.0,73.0,USA_INSTALLED,,2.0,,,True,4.0,,BUY_REGULAR,GOOD,,20488895,711.0,
8620,APARTMENT,APARTMENT,445000,2.0,101.0,,,2.0,,,True,10.0,,BUY_REGULAR,GOOD,,20488886,1.0,
8620,APARTMENT,APARTMENT,445000,3.0,105.0,,,4.0,,,True,15.0,,BUY_REGULAR,GOOD,,20488885,1.0,
2660,APARTMENT,APARTMENT,208000,2.0,87.0,INSTALLED,,2.0,,,,,,BUY_REGULAR,GOOD,,20488884,751.0,
2610,APARTMENT,APARTMENT,198000,2.0,94.0,INSTALLED,,4.0,,,True,,,BUY_REGULAR,GOOD,,20488880,840.0,
8670,APARTMENT,APARTMENT,129000,1.0,33.0,,,,,,True,,,BUY_REGULAR,GOOD,,20488871,,
2660,APARTMENT,APARTMENT,215000,2.0,87.0,SEMI_EQUIPPED,,2.0,,,True,,,BUY_REGULAR,GOOD,,20488883,837.0,
1420,APARTMENT,APARTMENT,395000,2.0,110.0,,,4.0,,,True,53.0,,BUY_REGULAR,GOOD,,20488856,1.0,
2320,APARTMENT,APARTMENT,427000,2.0,129.0,,,3.0,,,True,,,BUY_REGULAR,GOOD,,20488868,,
3700,APARTMENT,APARTMENT,259000,2.0,121.0,INSTALLED,,,,,,,,BUY_REGULAR,GOOD,,20488876,1122.0,
1420,APARTMENT,APARTMENT,425500,3.0,138.0,,,4.0,,,True,21.0,,BUY_REGULAR,GOOD,,20488854,1.0,
1420,APARTMENT,APARTMENT,375000,2.0,112.0,,,4.0,,,True,32.0,,BUY_REGULAR,GOOD,,20488853,1.0,
